Year,Month,Entry Type,Tax Type,Amount
2014,September,Actual Outturn,Training and Employment Levy,12
2014,September,Actual Outturn,Local Property Tax,22205
2014,September,Actual Outturn,Unallocated Tax Receipts,-930
2014,September,Profile,Customs,25000
2014,September,Profile,Excise Duty,357000
2014,September,Profile,Capital Gains Tax,6000
2014,September,Profile,Capital Acquisitions Tax,21000
2014,September,Profile,Stamps,597000
2014,September,Profile,Income Tax,1221000
2014,September,Profile,Corporation Tax,406000
2014,September,Profile,Valued Added Tax,1563000
2014,September,Profile,Local Property Tax,32000
2014,October,Actual Outturn,Customs,33978
2014,October,Actual Outturn,Excise Duty,492509
2014,October,Actual Outturn,Capital Gains Tax,13039
2014,October,Actual Outturn,Capital Acquisitions Tax,66332
2014,October,Actual Outturn,Stamps,469520
2014,October,Actual Outturn,Income Tax,1360955
2014,October,Actual Outturn,Corporation Tax,246183
2014,October,Actual Outturn,Valued Added Tax,365677
2014,October,Actual Outturn,Training and Employment Levy,5
2014,October,Actual Outturn,Local Property Tax,24153
2014,October,Actual Outturn,Unallocated Tax Receipts,30558
2014,October,Profile,Customs,28000
2014,October,Profile,Excise Duty,455000
2014,October,Profile,Capital Gains Tax,10000
2014,October,Profile,Capital Acquisitions Tax,81000
2014,October,Profile,Stamps,232000
2014,October,Profile,Income Tax,1445000
2014,October,Profile,Corporation Tax,129000
2014,October,Profile,Valued Added Tax,302000
2014,October,Profile,Local Property Tax,32000
2014,November,Actual Outturn,Customs,29584
2014,November,Actual Outturn,Excise Duty,502511
2014,November,Actual Outturn,Capital Gains Tax,42345
2014,November,Actual Outturn,Capital Acquisitions Tax,160273
2014,November,Actual Outturn,Stamps,68760
2014,November,Actual Outturn,Income Tax,2637145
2014,November,Actual Outturn,Corporation Tax,1230855
2014,November,Actual Outturn,Valued Added Tax,1496859
2014,November,Actual Outturn,Training and Employment Levy,5
2014,November,Actual Outturn,Local Property Tax,39308
2014,November,Actual Outturn,Unallocated Tax Receipts,-26494
2014,November,Profile,Customs,27000
2014,November,Profile,Excise Duty,490000
2014,November,Profile,Capital Gains Tax,29000
2014,November,Profile,Capital Acquisitions Tax,167000
2014,November,Profile,Stamps,47000
2014,November,Profile,Income Tax,2567000
2014,November,Profile,Corporation Tax,1246000
2014,November,Profile,Valued Added Tax,1528000
2014,November,Profile,Local Property Tax,44000
2014,December  ,Actual Outturn,Customs,27882
2014,December  ,Actual Outturn,Excise Duty,432399
2014,December  ,Actual Outturn,Capital Gains Tax,369959
2014,December  ,Actual Outturn,Capital Acquisitions Tax,21334
2014,December  ,Actual Outturn,Stamps,115395
2014,December  ,Actual Outturn,Income Tax,1391718
2014,December  ,Actual Outturn,Corporation Tax,429611
2014,December  ,Actual Outturn,Valued Added Tax,330801
2014,December  ,Actual Outturn,Training and Employment Levy,234
2014,December  ,Actual Outturn,Local Property Tax,42744
2014,December  ,Actual Outturn,Unallocated Tax Receipts,-37431
2014,December  ,Profile,Customs,28000
2014,December  ,Profile,Excise Duty,501000
2014,December  ,Profile,Capital Gains Tax,229000
2014,December  ,Profile,Capital Acquisitions Tax,19000
2014,December  ,Profile,Stamps,122000
2014,December  ,Profile,Income Tax,1401000
2014,December  ,Profile,Corporation Tax,405000
2014,December  ,Profile,Valued Added Tax,230000
2014,December  ,Profile,Local Property Tax,75000
2015,January,Actual Outturn,Customs,22796
2015,January,Actual Outturn,Excise Duty,388166
2015,January,Actual Outturn,Capital Gains Tax,15392
2015,January,Actual Outturn,Capital Acquisitions Tax,8399
2015,January,Actual Outturn,Stamps,71910
2015,January,Actual Outturn,Income Tax,1503834
2015,January,Actual Outturn,Corporation Tax,49485
2015,January,Actual Outturn,Valued Added Tax,1968753
2015,January,Actual Outturn,Training and Employment Levy,149
2015,January,Actual Outturn,Local Property Tax,94350
2015,January,Actual Outturn,Unallocated Tax Receipts,65726
2015,January,Profile,Customs,23000
2015,January,Profile,Excise Duty,388000
2015,January,Profile,Capital Gains Tax,15000
2015,January,Profile,Capital Acquisitions Tax,8000
2015,January,Profile,Stamps,72000
2015,January,Profile,Income Tax,1537000
2015,January,Profile,Corporation Tax,49000
2015,January,Profile,Valued Added Tax,2002000
2015,January,Profile,Local Property Tax,94000
2015,February,Actual Outturn,Customs,24527
2015,February,Actual Outturn,Excise Duty,390260
2015,February,Actual Outturn,Capital Gains Tax,44833
2015,February,Actual Outturn,Capital Acquisitions Tax,9615
2015,February,Actual Outturn,Stamps,79991
2015,February,Actual Outturn,Income Tax,1382937
2015,February,Actual Outturn,Corporation Tax,215015
2015,February,Actual Outturn,Valued Added Tax,397267
2015,February,Actual Outturn,Training and Employment Levy,4
2015,February,Actual Outturn,Local Property Tax,20490
2015,February,Actual Outturn,Unallocated Tax Receipts,-16984
2015,February,Profile,Customs,19000
2015,February,Profile,Excise Duty,339000
2015,February,Profile,Capital Gains Tax,47000
2015,February,Profile,Capital Acquisitions Tax,9000
2015,February,Profile,Stamps,59000
2015,February,Profile,Income Tax,1291000
2015,February,Profile,Corporation Tax,50000
2015,February,Profile,Valued Added Tax,357000
2015,February,Profile,Local Property Tax,33000
2015,March,Actual Outturn,Customs,27535
2015,March,Actual Outturn,Excise Duty,398747
2015,March,Actual Outturn,Capital Gains Tax,7443
2015,March,Actual Outturn,Capital Acquisitions Tax,11903
2015,March,Actual Outturn,Stamps,84265
2015,March,Actual Outturn,Income Tax,1354402
2015,March,Actual Outturn,Corporation Tax,290649
2015,March,Actual Outturn,Valued Added Tax,1431371
2015,March,Actual Outturn,Training and Employment Levy,0
2015,March,Actual Outturn,Local Property Tax,128835
2015,March,Actual Outturn,Unallocated Tax Receipts,-2780
2015,March,Profile,Customs,17000
2015,March,Profile,Excise Duty,424000
2015,March,Profile,Capital Gains Tax,9000
2015,March,Profile,Capital Acquisitions Tax,13000
2015,March,Profile,Stamps,48000
2015,March,Profile,Income Tax,1277000
2015,March,Profile,Corporation Tax,199000
2015,March,Profile,Valued Added Tax,1415000
2015,March,Profile,Local Property Tax,130000
2015,April,Actual Outturn,Customs,29276
2015,April,Actual Outturn,Excise Duty,443315
2015,April,Actual Outturn,Capital Gains Tax,8672
2015,April,Actual Outturn,Capital Acquisitions Tax,8549
2015,April,Actual Outturn,Stamps,56899
2015,April,Actual Outturn,Income Tax,1507404
2015,April,Actual Outturn,Corporation Tax,73405
2015,April,Actual Outturn,Valued Added Tax,232837
2015,April,Actual Outturn,Training and Employment Levy,18
2015,April,Actual Outturn,Local Property Tax,19937
2015,April,Actual Outturn,Unallocated Tax Receipts,14559
2015,April,Profile,Customs,21000
2015,April,Profile,Excise Duty,429000
2015,April,Profile,Capital Gains Tax,9000
2015,April,Profile,Capital Acquisitions Tax,16000
2015,April,Profile,Stamps,51000
2015,April,Profile,Income Tax,1591000
2015,April,Profile,Corporation Tax,-13000
2015,April,Profile,Valued Added Tax,299000
2015,April,Profile,Local Property Tax,19000
2015,May,Actual Outturn,Customs,25172
2015,May,Actual Outturn,Excise Duty,400411
2015,May,Actual Outturn,Capital Gains Tax,17096
2015,May,Actual Outturn,Capital Acquisitions Tax,11215
2015,May,Actual Outturn,Stamps,78855
2015,May,Actual Outturn,Income Tax,1289845
2015,May,Actual Outturn,Corporation Tax,898964
2015,May,Actual Outturn,Valued Added Tax,1679858
2015,May,Actual Outturn,Training and Employment Levy,577
2015,May,Actual Outturn,Local Property Tax,19607
2015,May,Actual Outturn,Unallocated Tax Receipts,-901
2015,May,Profile,Customs,20000
2015,May,Profile,Excise Duty,461000
2015,May,Profile,Capital Gains Tax,6000
2015,May,Profile,Capital Acquisitions Tax,13000
2015,May,Profile,Stamps,95000
2015,May,Profile,Income Tax,1289000
2015,May,Profile,Corporation Tax,757000
2015,May,Profile,Valued Added Tax,1547000
2015,May,Profile,Local Property Tax,16000
2015,June,Actual Outturn,Customs,22579
2015,June,Actual Outturn,Excise Duty,428069
2015,June,Actual Outturn,Capital Gains Tax,7730
2015,June,Actual Outturn,Capital Acquisitions Tax,14687
2015,June,Actual Outturn,Stamps,58354
2015,June,Actual Outturn,Income Tax,1270407
2015,June,Actual Outturn,Corporation Tax,1237007
2015,June,Actual Outturn,Valued Added Tax,289697
2015,June,Actual Outturn,Training and Employment Levy,8
2015,June,Actual Outturn,Local Property Tax,21454
2015,June,Actual Outturn,Unallocated Tax Receipts,-12907
2015,June,Profile,Customs,18000
2015,June,Profile,Excise Duty,443000
2015,June,Profile,Capital Gains Tax,8000
2015,June,Profile,Capital Acquisitions Tax,12000
2015,June,Profile,Stamps,40000
2015,June,Profile,Income Tax,1270000
2015,June,Profile,Corporation Tax,1116000
2015,June,Profile,Valued Added Tax,343000
2015,June,Profile,Local Property Tax,16000
2015,July,Actual Outturn,Customs,23852
2015,July,Actual Outturn,Excise Duty,475003
2015,July,Actual Outturn,Capital Gains Tax,19208
2015,July,Actual Outturn,Capital Acquisitions Tax,18121
2015,July,Actual Outturn,Stamps,89619
2015,July,Actual Outturn,Income Tax,1454620
2015,July,Actual Outturn,Corporation Tax,134211
2015,July,Actual Outturn,Valued Added Tax,1666893
2015,July,Actual Outturn,Training and Employment Levy,0
2015,July,Actual Outturn,Local Property Tax,22164
2015,July,Actual Outturn,Unallocated Tax Receipts,11960
2015,July,Profile,Customs,21000
2015,July,Profile,Excise Duty,433000
2015,July,Profile,Capital Gains Tax,8000
2015,July,Profile,Capital Acquisitions Tax,13000
2015,July,Profile,Stamps,138000
2015,July,Profile,Income Tax,1488000
2015,July,Profile,Corporation Tax,87000
2015,July,Profile,Valued Added Tax,1624000
2015,July,Profile,Local Property Tax,16000
2015,August,Actual Outturn,Customs,29231
2015,August,Actual Outturn,Excise Duty,465077
2015,August,Actual Outturn,Capital Gains Tax,11433
2015,August,Actual Outturn,Capital Acquisitions Tax,18064
2015,August,Actual Outturn,Stamps,130612
2015,August,Actual Outturn,Income Tax,1458669
2015,August,Actual Outturn,Corporation Tax,389083
2015,August,Actual Outturn,Valued Added Tax,293314
2015,August,Actual Outturn,Training and Employment Levy,26
2015,August,Actual Outturn,Local Property Tax,18526
2015,August,Actual Outturn,Unallocated Tax Receipts,-7756
2015,August,Profile,Customs,24000
2015,August,Profile,Excise Duty,448000
2015,August,Profile,Capital Gains Tax,7000
2015,August,Profile,Capital Acquisitions Tax,15000
2015,August,Profile,Stamps,61000
2015,August,Profile,Income Tax,1334000
2015,August,Profile,Corporation Tax,130000
2015,August,Profile,Valued Added Tax,265000
2015,August,Profile,Local Property Tax,16000
2015,September,Actual Outturn,Customs,34255
2015,September,Actual Outturn,Excise Duty,385284
2015,September,Actual Outturn,Capital Gains Tax,10633
2015,September,Actual Outturn,Capital Acquisitions Tax,19639
2015,September,Actual Outturn,Stamps,195966
2015,September,Actual Outturn,Income Tax,1222038
2015,September,Actual Outturn,Corporation Tax,656713
2015,September,Actual Outturn,Valued Added Tax,1741402
2015,September,Actual Outturn,Training and Employment Levy,3
2015,September,Actual Outturn,Local Property Tax,20475
2015,September,Actual Outturn,Unallocated Tax Receipts,-10540
2015,September,Profile,Customs,30000
2015,September,Profile,Excise Duty,425000
2015,September,Profile,Capital Gains Tax,9000
2015,September,Profile,Capital Acquisitions Tax,21000
2015,September,Profile,Stamps,200000
2015,September,Profile,Income Tax,1248000
2015,September,Profile,Corporation Tax,360000
2015,September,Profile,Valued Added Tax,1627000
2015,September,Profile,Local Property Tax,16000
2015,October,Actual Outturn,Customs,31955
2015,October,Actual Outturn,Excise Duty,490428
2015,October,Actual Outturn,Capital Gains Tax,27279
2015,October,Actual Outturn,Capital Acquisitions Tax,68122
2015,October,Actual Outturn,Stamps,237458
2015,October,Actual Outturn,Income Tax,1416734
2015,October,Actual Outturn,Corporation Tax,803451
2015,October,Actual Outturn,Valued Added Tax,339597
2015,October,Actual Outturn,Training and Employment Levy,4
2015,October,Actual Outturn,Local Property Tax,19846
2015,October,Actual Outturn,Unallocated Tax Receipts,-2018
2015,October,Profile,Customs,34000
2015,October,Profile,Excise Duty,507000
2015,October,Profile,Capital Gains Tax,12000
2015,October,Profile,Capital Acquisitions Tax,76000
2015,October,Profile,Stamps,221000
2015,October,Profile,Income Tax,1441000
2015,October,Profile,Corporation Tax,-3000
2015,October,Profile,Valued Added Tax,398000
2015,October,Profile,Local Property Tax,15000
2015,November,Actual Outturn,Customs,28139
2015,November,Actual Outturn,Excise Duty,459836
2015,November,Actual Outturn,Capital Gains Tax,89936
2015,November,Actual Outturn,Capital Acquisitions Tax,190543
2015,November,Actual Outturn,Stamps,71918
2015,November,Actual Outturn,Income Tax,2705744
2015,November,Actual Outturn,Corporation Tax,1613927
2015,November,Actual Outturn,Valued Added Tax,1715405
2015,November,Actual Outturn,Training and Employment Levy,0
2015,November,Actual Outturn,Local Property Tax,41392
2015,November,Actual Outturn,Unallocated Tax Receipts,2841
2015,November,Profile,Customs,30000
2015,November,Profile,Excise Duty,503000
2015,November,Profile,Capital Gains Tax,32000
2015,November,Profile,Capital Acquisitions Tax,189000
2015,November,Profile,Stamps,75000
2015,November,Profile,Income Tax,2750000
2015,November,Profile,Corporation Tax,1302000
2015,November,Profile,Valued Added Tax,1538000
2015,November,Profile,Local Property Tax,31000
2015,December  ,Actual Outturn,Customs,28160
2015,December  ,Actual Outturn,Excise Duty,567220
2015,December  ,Actual Outturn,Capital Gains Tax,409361
2015,December  ,Actual Outturn,Capital Acquisitions Tax,21053
2015,December  ,Actual Outturn,Stamps,112528
2015,December  ,Actual Outturn,Income Tax,1792610
2015,December  ,Actual Outturn,Corporation Tax,509649
2015,December  ,Actual Outturn,Valued Added Tax,187652
2015,December  ,Actual Outturn,Training and Employment Levy,70
2015,December  ,Actual Outturn,Local Property Tax,42116
2015,December  ,Actual Outturn,Unallocated Tax Receipts,-41200
2015,December  ,Profile,Customs,28000
2015,December  ,Profile,Excise Duty,445000
2015,December  ,Profile,Capital Gains Tax,253000
2015,December  ,Profile,Capital Acquisitions Tax,15000
2015,December  ,Profile,Stamps,125000
2015,December  ,Profile,Income Tax,1464000
2015,December  ,Profile,Corporation Tax,541000
2015,December  ,Profile,Valued Added Tax,360000
2015,December  ,Profile,Local Property Tax,38000
2016,January,Actual Outturn,Customs,21863
2016,January,Actual Outturn,Excise Duty,499575
2016,January,Actual Outturn,Capital Gains Tax,36558
2016,January,Actual Outturn,Capital Acquisitions Tax,8072
2016,January,Actual Outturn,Stamps,63684
2016,January,Actual Outturn,Income Tax,1634431
2016,January,Actual Outturn,Corporation Tax,23800
2016,January,Actual Outturn,Valued Added Tax,2098520
2016,January,Actual Outturn,Training and Employment Levy,4
2016,January,Actual Outturn,Local Property Tax,67284
2016,January,Actual Outturn,Unallocated Tax Receipts,42744
2016,January,Profile,Customs,22000
2016,January,Profile,Excise Duty,500000
2016,January,Profile,Capital Gains Tax,37000
2016,January,Profile,Capital Acquisitions Tax,7776
2016,January,Profile,Stamps,64140
2016,January,Profile,Income Tax,1655456
2016,January,Profile,Corporation Tax,23526
2016,January,Profile,Valued Added Tax,2120587
2016,January,Profile,Local Property Tax,67000
2016,February,Actual Outturn,Customs,23321
2016,February,Actual Outturn,Excise Duty,446860
2016,February,Actual Outturn,Capital Gains Tax,63203
2016,February,Actual Outturn,Capital Acquisitions Tax,16029
2016,February,Actual Outturn,Stamps,95395
2016,February,Actual Outturn,Income Tax,1502930
2016,February,Actual Outturn,Corporation Tax,224074
2016,February,Actual Outturn,Valued Added Tax,310048
2016,February,Actual Outturn,Training and Employment Levy,33
2016,February,Actual Outturn,Local Property Tax,24560
2016,February,Actual Outturn,Unallocated Tax Receipts,12099
2016,February,Profile,Customs,29210
2016,February,Profile,Excise Duty,449307
2016,February,Profile,Capital Gains Tax,35538
2016,February,Profile,Capital Acquisitions Tax,9016
2016,February,Profile,Stamps,96044
2016,February,Profile,Income Tax,1469072
2016,February,Profile,Corporation Tax,223126
2016,February,Profile,Valued Added Tax,419309
